STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2014,,196364.422,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2014,,108884.813,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2015,,444982.181,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2015,,720772.477,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2016,,2830474.272,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2016,,1568777.706,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1085,Tobacco,VEF,Bolivar fuerte,A,Annual,2017,,15565789.27,,A,Normal value,6,Millions,VEN_5121_L3,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,L_1081,Alcoholic beverages,VEF,Bolivar fuerte,A,Annual,2017,,14113397.188,,A,Normal value,6,Millions,VEN_5121_L2,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,139617.239,,A,Normal value,6,Millions,5120,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,313962.22,,A,Normal value,6,Millions,5111,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,963250.11,,A,Normal value,6,Millions,TOTALTAX,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,217978.72,,A,Normal value,6,Millions,1300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4400,Taxes on financial and capital transactions,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,61317.582,,A,Normal value,6,Millions,4400,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5110,General taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,313962.22,,A,Normal value,6,Millions,5110,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2400,"Social security contributions (SSC) unallocable between employees, employers and self-employed or non-employed",_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,50846.753,,A,Normal value,6,Millions,2400,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,50846.753,,A,Normal value,6,Millions,2000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,178342.466,,A,Normal value,6,Millions,1210,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,178342.466,,A,Normal value,6,Millions,1200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5123,Customs and import duties,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,78008.046,,A,Normal value,6,Millions,5123,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,57435.548,,A,Normal value,6,Millions,5121,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,1185.129,,A,Normal value,6,Millions,4310,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,1185.129,,A,Normal value,6,Millions,4300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,453579.459,,A,Normal value,6,Millions,5000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,4173.644,,A,Normal value,6,Millions,5126,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,396321.187,,A,Normal value,6,Millions,1000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,62502.711,,A,Normal value,6,Millions,4000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,VEF,Bolivar fuerte,A,Annual,2008,,453579.459,,A,Normal value,6,Millions,5100,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,546353.636,,A,Normal value,6,Millions,5100,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,1748.336,,A,Normal value,6,Millions,4000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,389662.591,,A,Normal value,6,Millions,1000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,3864.732,,A,Normal value,6,Millions,5126,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,546353.636,,A,Normal value,6,Millions,5000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,1748.336,,A,Normal value,6,Millions,4300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,1748.336,,A,Normal value,6,Millions,4310,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,67272.426,,A,Normal value,6,Millions,5121,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5123,Customs and import duties,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,59106.017,,A,Normal value,6,Millions,5123,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,129440.544,,A,Normal value,6,Millions,1210,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,129440.544,,A,Normal value,6,Millions,1200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,67396.4,,A,Normal value,6,Millions,2000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2400,"Social security contributions (SSC) unallocable between employees, employers and self-employed or non-employed",_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,67396.4,,A,Normal value,6,Millions,2400,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5110,General taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,416110.461,,A,Normal value,6,Millions,5110,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,260222.047,,A,Normal value,6,Millions,1300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,1005160.963,,A,Normal value,6,Millions,TOTALTAX,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,416110.461,,A,Normal value,6,Millions,5111,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2009,,130243.175,,A,Normal value,6,Millions,5120,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,172357.148,,A,Normal value,6,Millions,5120,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,561005.45,,A,Normal value,6,Millions,5111,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,1200840.124,,A,Normal value,6,Millions,TOTALTAX,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,281367.07,,A,Normal value,6,Millions,1300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5110,General taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,561005.45,,A,Normal value,6,Millions,5110,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2400,"Social security contributions (SSC) unallocable between employees, employers and self-employed or non-employed",_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,96896.126,,A,Normal value,6,Millions,2400,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,96896.126,,A,Normal value,6,Millions,2000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,86997.61,,A,Normal value,6,Millions,1200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,86997.61,,A,Normal value,6,Millions,1210,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5123,Customs and import duties,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,81333.408,,A,Normal value,6,Millions,5123,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,88721.67,,A,Normal value,6,Millions,5121,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,2216.72,,A,Normal value,6,Millions,4310,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,2216.72,,A,Normal value,6,Millions,4300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,733362.598,,A,Normal value,6,Millions,5000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,2302.07,,A,Normal value,6,Millions,5126,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,368364.68,,A,Normal value,6,Millions,1000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,2216.72,,A,Normal value,6,Millions,4000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,VEF,Bolivar fuerte,A,Annual,2010,,733362.598,,A,Normal value,6,Millions,5100,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5100,"Taxes on production, sale, transfer, leasing and delivery of goods and rendering of services",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,1070588.462,,A,Normal value,6,Millions,5100,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,2734.714,,A,Normal value,6,Millions,4000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1000,"Taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,532799.777,,A,Normal value,6,Millions,1000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5126,Taxes on specific services,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,1294.913,,A,Normal value,6,Millions,5126,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5000,Taxes on goods and services,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,1070588.462,,A,Normal value,6,Millions,5000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,2734.714,,A,Normal value,6,Millions,4300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_6200,"Other taxes paid by other than business, or unidentifiable",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,89905.382,,A,Normal value,6,Millions,6200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_4310,Estate and inheritance taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,2734.714,,A,Normal value,6,Millions,4310,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5121,Excises,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,87735.586,,A,Normal value,6,Millions,5121,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5123,Customs and import duties,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,138078.521,,A,Normal value,6,Millions,5123,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1210,Taxes on income and profits of corporations,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,165096.325,,A,Normal value,6,Millions,1210,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,165096.325,,A,Normal value,6,Millions,1200,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,129357.536,,A,Normal value,6,Millions,2000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,89905.382,,A,Normal value,6,Millions,6000,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_2400,"Social security contributions (SSC) unallocable between employees, employers and self-employed or non-employed",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,129357.536,,A,Normal value,6,Millions,2400,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5110,General taxes,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,843479.443,,A,Normal value,6,Millions,5110,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,367703.453,,A,Normal value,6,Millions,1300,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,1825385.873,,A,Normal value,6,Millions,TOTALTAX,,0,Zero
DATAFLOW,OECD.CTP.TPS:DSD_REV_LAC@DF_REVVEN(2.0),Venezuela - tax revenues,I,VEN,Venezuela,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,VEF,Bolivar fuerte,A,Annual,2011,,843479.443,,A,Normal value,6,Millions,5111,,0,Zero
